commit	strategy	model_name	n_free_params	n_subjects	n_opt_steps	lr	noise_sigma	spectral_loss	free_energy	theta_map	wall_time	status
9152d9f	constant_excitatory_focus_150steps	ALL	0	2	0	0.0	0.0	852.2285921573639	-inf	[]	0.0	ok
9152d9f	cosine_3params_80steps	liley	3	1	80	0.05	0.0005	545.1998291015625	-550.0281428388648	[0.6703253388404846, 5.195756602915935e-05, 0.00021957488206680864]	28.60412269202061	ok
9152d9f	cosine_3params_80steps	cmc	3	1	80	0.05	0.0005	17.227943420410156	-22.05625715771246	[-1.2133270502090454, -1.213327407836914, -0.00023567712923977524]	28.9521291530109	ok
9152d9f	cosine_3params_80steps	rrw	3	1	80	0.05	0.0005	2263.712158203125	-2268.5404719404273	[0.0, -0.00021274067694321275, 0.00017637423297856003]	26.60687167395372	ok
9152d9f	cosine_3params_80steps	ALL	0	1	0	0.0	0.0	942.0466435750326	-inf	[]	0.0	ok
9152d9f	cosine_2params_aggressive_lr	liley	2	2	250	0.1	0.0005	545.195068359375	-548.4139441842432	[0.6571153402328491, -2.1671405193046667e-05]	46.10792436497286	ok
9152d9f	cosine_2params_aggressive_lr	liley	2	2	250	0.1	0.0005	545.2518920898438	-548.4707679147119	[0.6570596098899841, -2.166420927096624e-05]	45.95775771001354	ok
9152d9f	cosine_2params_aggressive_lr	cmc	2	2	250	0.1	0.0005	17.227041244506836	-20.445917069375035	[-1.2142443656921387, -1.213977336883545]	35.9864710450056	ok
9152d9f	cosine_2params_aggressive_lr	cmc	2	2	250	0.1	0.0005	17.229244232177734	-20.448120057045934	[-1.2142393589019775, -1.2139720916748047]	35.84676193399355	ok
9152d9f	cosine_2params_aggressive_lr	rrw	2	2	250	0.1	0.0005	2263.712158203125	-2266.931034027993	[0.0, 1.8361213278694777e-06]	31.852320825040806	ok
9152d9f	cosine_2params_aggressive_lr	rrw	2	2	250	0.1	0.0005	2286.583251953125	-2289.802127777993	[0.0, -1.4726419976796024e-06]	39.614452385983896	ok
9152d9f	warmup_2params_100steps	liley	2	1	100	0.08	0.001	77.43049621582031	-80.64937204068852	[9.34598159790039, -0.0021486631594598293]	40.81350591505179	ok
9152d9f	warmup_2params_100steps	cmc	2	1	100	0.08	0.001	16.402732849121094	-19.621608673989293	[-1.2155150175094604, -1.2154492139816284]	31.401327262050472	ok
9152d9f	warmup_2params_100steps	rrw	2	1	100	0.08	0.001	2081.099853515625	-2084.318729340493	[0.0, 0.0017609666101634502]	16.00161802500952	ok
9152d9f	warmup_2params_100steps	ALL	0	1	0	0.0	0.0	724.9776941935221	-inf	[]	0.0	ok
9152d9f	constant_3params_60steps	liley	3	1	60	0.03	0.0002	487.68194580078125	-492.5102595380836	[0.27881985902786255, 0.0009888525819405913, 0.611428439617157]	20.514854638953693	ok
9152d9f	constant_3params_60steps	cmc	3	1	60	0.03	0.0002	18.650917053222656	-23.47923079052496	[-0.8781381249427795, -0.8781375885009766, -0.8630598187446594]	16.639101231994573	ok
9152d9f	constant_3params_60steps	rrw	3	1	60	0.03	0.0002	2339.147216796875	-2343.9755305341773	[0.0, 1.7999988794326782, -0.0009460996370762587]	14.940284860960674	ok
9152d9f	constant_3params_60steps	ALL	0	1	0	0.0	0.0	948.4933598836263	-inf	[]	0.0	ok
9152d9f	targeted_spectral_sensitivity	liley	5	2	250	0.04	0.0003	36.46622085571289	-44.51341041788339	[-4.601781368255615, -3.6054711216593205e-08, 0.5251065492630005, -3.013964891433716, 0.08885039389133453]	59.232993654033635	ok
9152d9f	targeted_spectral_sensitivity	liley	5	2	250	0.04	0.0003	36.470088958740234	-44.517278520910736	[-4.601905822753906, -3.607247123227353e-08, 0.5251187086105347, -3.0140438079833984, 0.08891649544239044]	59.52177520602709	ok
9152d9f	targeted_spectral_sensitivity	cmc	5	2	250	0.04	0.0003	16.6248836517334	-24.6720732139039	[-1.0835776329040527, 0.00013372537796385586, -0.3535510003566742, 0.00011742911010514945, -1.0836424827575684]	49.177836791961454	ok
9152d9f	targeted_spectral_sensitivity	cmc	5	2	250	0.04	0.0003	16.6240291595459	-24.6712187217164	[-1.0835412740707397, 0.00013377470895648003, -0.3537036180496216, 0.00011718596215359867, -1.083605408668518]	49.261432520987	ok
9152d9f	targeted_spectral_sensitivity	rrw	5	2	250	0.04	0.0003	2351.805908203125	-2359.8530977652954	[8.894297934602946e-06, -0.0004122532845940441, -3.449167351732285e-08, 3.650658086939984e-08, -0.00016663728456478566]	48.897221281018574	ok
9152d9f	targeted_spectral_sensitivity	rrw	5	2	250	0.04	0.0003	2396.238525390625	-2404.2857149527954	[-8.809910468698945e-06, 0.0008527497411705554, 3.3258537257552234e-08, 4.1001889883318654e-08, 0.0004948452115058899]	48.95561974600423	ok
9152d9f	targeted_spectral_sensitivity	cbei	5	2	250	0.04	0.0003	1884.534423828125	-1892.5816133902954	[-0.5130875706672668, 0.06417407840490341, 0.455265074968338, -0.37959036231040955, 0.002885345136746764]	60.00171300402144	ok
9152d9f	targeted_spectral_sensitivity	cbei	5	2	250	0.04	0.0003	1889.800048828125	-1897.8472383902954	[-0.46908825635910034, 0.2205522209405899, 0.4092318117618561, -0.23897966742515564, 0.002330552553758025]	59.94121871801326	ok
9152d9f	minimal_2param_high_lr	liley	2	2	300	0.1	0.0001	422.52191162109375	-425.7407874459619	[0.6223003268241882, -3.181218385696411]	64.88525291898986	ok
9152d9f	minimal_2param_high_lr	liley	2	2	300	0.1	0.0001	422.5316467285156	-425.7505225533838	[0.6223019361495972, -3.1812257766723633]	64.85776171699399	ok
9152d9f	minimal_2param_high_lr	cmc	2	2	300	0.1	0.0001	18.70038414001465	-21.919259964882848	[-2.4222779273986816, 1.3418331036518794e-05]	43.31932783004595	ok
9152d9f	minimal_2param_high_lr	cmc	2	2	300	0.1	0.0001	18.700706481933594	-21.919582306801793	[-2.4222605228424072, 1.342261293757474e-05]	43.224023600982036	ok
9152d9f	minimal_2param_high_lr	rrw	2	2	300	0.1	0.0001	2465.3583984375	-2468.577274262368	[3.031229425687343e-06, -0.00011715685832314193]	52.177562638011295	ok
9152d9f	minimal_2param_high_lr	rrw	2	2	300	0.1	0.0001	2606.53466796875	-2609.753543793618	[-5.760188287240453e-06, 0.0003908243961632252]	52.01247991103446	ok
9152d9f	minimal_2param_high_lr	cbei	2	2	300	0.1	0.0001	1897.9515380859375	-1901.1704139108058	[-0.5081253051757812, -0.1788465827703476]	56.8011869280017	ok
9152d9f	minimal_2param_high_lr	cbei	2	2	300	0.1	0.0001	1900.159912109375	-1903.3787879342433	[-0.49579811096191406, -0.15902858972549438]	56.80794252397027	ok
9152d9f	connectivity_focused_warmup	liley	5	2	200	0.05	0.0005	16.960895538330078	-25.00808510050058	[5.178625106811523, 0.0013412812259048223, -1.4358742237091064, -0.00030091608641669154, 0.0010430379770696163]	36.99373353901319	ok
9152d9f	connectivity_focused_warmup	liley	5	2	200	0.05	0.0005	16.96636962890625	-25.01355919107675	[5.178688049316406, 0.001638270216062665, -1.4359171390533447, -0.0003009633510373533, 0.001043021446093917]	36.991309878008906	ok
9152d9f	connectivity_focused_warmup	cmc	5	2	200	0.05	0.0005	16.22346305847168	-24.27065262064218	[0.00047731795348227024, -0.0010663701687008142, 0.0009994887514039874, 0.00204851315356791, -2.431816577911377]	30.915869713004213	ok
9152d9f	connectivity_focused_warmup	cmc	5	2	200	0.05	0.0005	16.228229522705078	-24.27541908487558	[0.00049616489559412, -0.0031768917106091976, 0.0008342501241713762, 0.0020375654567033052, -2.4318294525146484]	30.98119434999535	ok
9152d9f	connectivity_focused_warmup	rrw	5	2	200	0.05	0.0005	2263.712158203125	-2271.7593477652954	[-0.00192883366253227, 0.002599772997200489, 9.250409493688494e-05, 0.00010817500879056752, 0.00021567728254012764]	33.367301835969556	ok
9152d9f	connectivity_focused_warmup	rrw	5	2	200	0.05	0.0005	2286.583251953125	-2294.6304415152954	[-0.0023476318456232548, 0.0006407455075532198, -0.0012005502358078957, -0.0024066756013780832, 0.0005167914787307382]	33.48241940402659	ok
9152d9f	connectivity_focused_warmup	cbei	5	2	200	0.05	0.0005	1874.6982421875	-1882.7454317496704	[0.20116682350635529, 0.0010576631175354123, -2.180267810821533, -0.0061058891005814075, 0.0]	40.12635127402609	ok
9152d9f	connectivity_focused_warmup	cbei	5	2	200	0.05	0.0005	1773.9840087890625	-1782.031198351233	[10.022424697875977, -0.0017202973831444979, -2.0088346004486084, 0.0012372592464089394, 0.0]	40.14668139000423	ok
9152d9f	default	liley	5	2	150	0.04	0.0003	49.54307556152344	-57.59026512369394	[-3.0200002193450928, -1.1641352557489881e-06, 0.7173255085945129, -2.685845375061035, 0.9749796390533447]	59.0378833800205	ok
9152d9f	default	liley	5	2	150	0.04	0.0003	49.549442291259766	-57.59663185343027	[-3.0200002193450928, -1.1618564030868583e-06, 0.7173498272895813, -2.6858816146850586, 0.975318193435669]	60.294795445981435	ok
9152d9f	default	cmc	5	2	150	0.04	0.0003	17.033302307128906	-25.080491869299408	[-0.9238419532775879, 0.00010716314136516303, -0.7430126667022705, 9.275304910261184e-05, -0.9238619208335876]	48.77154333697399	ok
9152d9f	default	cmc	5	2	150	0.04	0.0003	17.03450584411621	-25.081695406286713	[-0.9238676428794861, 0.00010721771832322702, -0.7429941892623901, 9.254446194972843e-05, -0.9238868951797485]	54.835399306961335	ok
9152d9f	default	rrw	5	2	150	0.04	0.0003	2351.805908203125	-2359.8530977652954	[-1.4650155435447232e-06, -0.00040289791650138795, 9.762110266819946e-07, -3.7429711028380552e-06, -0.00015636871103197336]	59.79702168900985	ok
9152d9f	default	rrw	5	2	150	0.04	0.0003	2396.238525390625	-2404.2857149527954	[1.5462056808246416e-06, 0.0008462172118015587, -1.1659896017590654e-06, -2.652034254424507e-06, 0.00048588719801045954]	59.81600816099672	ok
9152d9f	default	cbei	5	2	150	0.04	0.0003	1884.535888671875	-1892.5830782340454	[-0.5129245519638062, 0.06567943841218948, 0.4550669491291046, -0.379366397857666, 0.0028778163250535727]	74.15690931596328	ok
f5d1783	default	cbei	5	2	150	0.04	0.0003	1889.7989501953125	-1897.846139757483	[-0.46908923983573914, 0.21879148483276367, 0.4098983108997345, -0.23885266482830048, 0.0023472514003515244]	82.25558360101422	ok
9152d9f	low_noise_stable_constant	liley	4	2	200	0.02	1e-05	57.10050964355469	-63.538261293291086	[0.09975496679544449, -1.4303435591500602e-07, 0.5685727596282959, -3.9999969005584717]	55.854956905997824	ok
9152d9f	low_noise_stable_constant	liley	4	2	200	0.02	1e-05	57.10427474975586	-63.54202639949226	[0.09975966066122055, -1.4303429907158716e-07, 0.5685899257659912, -3.9999969005584717]	63.90774395596236	ok
9152d9f	low_noise_stable_constant	cmc	4	2	200	0.02	1e-05	16.828468322753906	-23.26621997249031	[-1.095284104347229, -1.0952012538909912, -0.322621613740921, 4.3610162947516073e-07]	58.47847088298295	ok
9152d9f	low_noise_stable_constant	cmc	4	2	200	0.02	1e-05	16.829477310180664	-23.267228959917066	[-1.0953906774520874, -1.095306396484375, -0.32230812311172485, 4.363166112852923e-07]	60.13679950800724	ok
9152d9f	low_noise_stable_constant	rrw	4	2	200	0.02	1e-05	2554.947509765625	-2561.3852614153616	[0.0, 9.479802429268602e-06, -2.4131585973918845e-07, -0.0006682576495222747]	66.00352389301406	ok
9152d9f	low_noise_stable_constant	rrw	4	2	200	0.02	1e-05	2584.189208984375	-2590.6269606341116	[0.0, 1.1439365152909886e-05, -1.7748698155628517e-07, -0.000945356790907681]	66.23068247595802	ok
f5d1783	default	liley	2	2	150	0.1	0.0001	422.53668212890625	-425.7555579537744	[0.6222888827323914, -3.203914165496826]	44.23256362800021	ok
f5d1783	default	liley	2	2	150	0.1	0.0001	422.538330078125	-425.7572059029932	[0.6222857236862183, -3.2039272785186768]	39.84716892702272	ok
f5d1783	default	cmc	2	2	150	0.1	0.0001	18.700645446777344	-21.919521271645543	[-2.4219069480895996, -1.1964784789597616e-05]	26.361403456015978	ok
f5d1783	default	cmc	2	2	150	0.1	0.0001	18.701602935791016	-21.920478760659215	[-2.4219024181365967, -1.1962614735239185e-05]	25.857958009000868	ok
f5d1783	default	rrw	2	2	150	0.1	0.0001	2465.3583984375	-2468.577274262368	[-2.3281312678591348e-05, -9.054491965798661e-05]	31.303694166999776	ok
f5d1783	default	rrw	2	2	150	0.1	0.0001	2606.53466796875	-2609.753543793618	[2.0819548808503896e-05, 0.00036487015313468874]	31.352702659962233	ok
f5d1783	default	cbei	2	2	150	0.1	0.0001	1897.95166015625	-1901.1705359811183	[-0.5080527663230896, -0.17878971993923187]	33.47786266700132	ok
f5d1783	default	cbei	2	2	150	0.1	0.0001	1900.1595458984375	-1903.3784217233058	[-0.49574023485183716, -0.1589180827140808]	33.06667411798844	ok
f5d1783	default	liley	4	2	150	0.02	1e-05	75.74739837646484	-82.18515002620124	[0.31532856822013855, -6.386257155099884e-06, 0.6830651164054871, -2.999997854232788]	34.871496959007345	ok
f5d1783	default	liley	4	2	150	0.02	1e-05	75.75773620605469	-82.19548785579109	[0.31534644961357117, -6.386257155099884e-06, 0.6830571889877319, -2.999997854232788]	34.667859857028816	ok
f5d1783	default	cmc	4	2	150	0.02	1e-05	17.123987197875977	-23.56173884761238	[-0.9820218086242676, -0.9819818735122681, -0.6042719483375549, -1.555889866722282e-06]	31.016623720992357	ok
f5d1783	default	cmc	4	2	150	0.02	1e-05	17.12474822998047	-23.56249987971687	[-0.9820776581764221, -0.9820376038551331, -0.60407555103302, -1.5557025108137168e-06]	31.06514776899712	ok
f5d1783	default	rrw	4	2	150	0.02	1e-05	2554.947509765625	-2561.3852614153616	[0.0, 7.376680514425971e-06, 4.1311436689284164e-06, -0.0006620428175665438]	31.40976581600262	ok
f5d1783	default	rrw	4	2	150	0.02	1e-05	2584.189208984375	-2590.6269606341116	[0.0, 9.442307600693312e-06, 4.621995685738511e-06, -0.0009445789037272334]	31.530508438998368	ok
f5d1783	default	cbei	4	2	150	0.02	1e-05	1577.044677734375	-1583.4824293841114	[0.0, 2.0345025062561035, -2.181389093399048, 2.999997854232788]	29.207342026988044	ok
f5d1783	default	cbei	4	2	150	0.02	1e-05	1577.0357666015625	-1583.4735182512989	[0.0, 2.035292148590088, -2.1813058853149414, 2.999997854232788]	29.23339763598051	ok
f5d1783	targeted_exploration_best=low_noise_stable_constant	ALL	0	2	0	0.0	0.0	1059.8713791370392	-inf	[]	0.0	ok
f5d1783	high_lr_cosine_excitatory_4models	liley	3	2	100	0.1	0.0003	22.09972381591797	-26.92803755322027	[-0.0026956964284181595, 4.213269233703613, 0.9937198162078857]	25.836696187965572	ok
f5d1783	high_lr_cosine_excitatory_4models	liley	3	2	100	0.1	0.0003	22.10605239868164	-26.934366135983943	[-0.0026991963386535645, 4.213307857513428, 0.9935958981513977]	25.72121878695907	ok
f5d1783	high_lr_cosine_excitatory_4models	cmc	3	2	100	0.1	0.0003	18.357406616210938	-23.18572035351324	[-1.3778389692306519, -1.2707258462905884, 0.00033335000625811517]	22.86662108701421	ok
f5d1783	high_lr_cosine_excitatory_4models	cmc	3	2	100	0.1	0.0003	18.358062744140625	-23.186376481442927	[-1.377726435661316, -1.2708725929260254, 0.0003333533531986177]	22.999356342013925	ok
f5d1783	high_lr_cosine_excitatory_4models	rrw	3	2	100	0.1	0.0003	2030.32373046875	-2035.1520442060523	[5.0500006675720215, 0.0022888013627380133, 0.21338900923728943]	21.45554907002952	ok
f5d1783	high_lr_cosine_excitatory_4models	rrw	3	2	100	0.1	0.0003	2378.0751953125	-2382.9035090498023	[-2.5372443199157715, -0.0003544687060639262, -0.00035424254019744694]	21.487851525016595	ok
f5d1783	high_lr_cosine_excitatory_4models	cbei	3	2	100	0.1	0.0003	1134.83203125	-1139.6603449873023	[1.222967505455017, -5.0500006675720215, -5.0500006675720215]	24.659362160949968	ok
f5d1783	high_lr_cosine_excitatory_4models	cbei	3	2	100	0.1	0.0003	1641.6326904296875	-1646.4610041669898	[-1.063448190689087, -3.157540798187256, -5.0500006675720215]	24.55028649099404	ok
f5d1783	high_lr_cosine_excitatory_4models	ALL	0	2	0	0.0	0.0	908.2231116294861	-inf	[]	0.0	ok
f5d1783	warmup_ei_balance_4models	liley	4	2	80	0.06	0.0005	545.198486328125	-551.6362379778614	[0.6578715443611145, 0.00014633616956416517, 0.0001837123418226838, -0.00018830547924153507]	21.038294656027574	ok
f5d1783	warmup_ei_balance_4models	liley	4	2	80	0.06	0.0005	545.2767333984375	-551.7144850481739	[0.6578211784362793, 0.00014636776177212596, 0.00018371728947386146, -0.00018830561020877212]	20.974485972023103	ok
f5d1783	warmup_ei_balance_4models	cmc	4	2	80	0.06	0.0005	17.234764099121094	-23.672515748857496	[-1.2097773551940918, -1.209749460220337, -0.0011888742446899414, 0.0020310510881245136]	17.82052734401077	ok
f5d1783	warmup_ei_balance_4models	cmc	4	2	80	0.06	0.0005	17.238935470581055	-23.676687120317457	[-1.2096079587936401, -1.2095826864242554, -0.0017755469307303429, 0.0020852142479270697]	17.896200425049756	ok
f5d1783	warmup_ei_balance_4models	rrw	4	2	80	0.06	0.0005	2263.72021484375	-2270.1579664934866	[0.0, -0.0002030664763879031, 0.00018504724721424282, 0.00015001118299551308]	16.303835541009903	ok
f5d1783	warmup_ei_balance_4models	rrw	4	2	80	0.06	0.0005	2286.625244140625	-2293.0629957903616	[0.0, 0.00020899507217109203, -0.00015062029706314206, 0.00010023725917562842]	16.207119891012553	ok
f5d1783	warmup_ei_balance_4models	cbei	4	2	80	0.06	0.0005	1875.5107421875	-1881.9484938372364	[0.0, 8.109008194878697e-05, -0.005162387154996395, -0.9196836352348328]	20.61937788495561	ok
f5d1783	warmup_ei_balance_4models	cbei	4	2	80	0.06	0.0005	1875.7066650390625	-1882.1444166887989	[0.0, 0.06664006412029266, -0.0025844078045338392, -1.5038278102874756]	20.53936001897091	ok
f5d1783	warmup_ei_balance_4models	ALL	0	2	0	0.0	0.0	1178.3139731884003	-inf	[]	0.0	ok
f5d1783	constant_minimal_1param_lownoise	liley	1	2	120	0.04	0.0001	330.6917724609375	-332.3012103733716	[6.945948123931885]	24.50951833598083	ok
f5d1783	constant_minimal_1param_lownoise	liley	1	2	120	0.04	0.0001	330.722900390625	-332.3323383030591	[6.945939540863037]	24.195839038002305	ok
f5d1783	constant_minimal_1param_lownoise	cmc	1	2	120	0.04	0.0001	16.495174407958984	-18.104612320393084	[-2.4261441230773926]	16.653097914007958	ok
f5d1783	constant_minimal_1param_lownoise	cmc	1	2	120	0.04	0.0001	16.49620246887207	-18.10564038130617	[-2.426093578338623]	16.52420164702926	ok
f5d1783	constant_minimal_1param_lownoise	rrw	1	2	120	0.04	0.0001	2465.365478515625	-2466.9749164280593	[-6.291994941420853e-05]	17.68685697100591	ok
f5d1783	constant_minimal_1param_lownoise	rrw	1	2	120	0.04	0.0001	2606.57861328125	-2608.1880511936843	[5.098018664284609e-05]	17.593912452983204	ok
f5d1783	constant_minimal_1param_lownoise	cbei	1	2	120	0.04	0.0001	1912.9697265625	-1914.579164474934	[-0.06601662933826447]	23.73108391900314	ok
f5d1783	constant_minimal_1param_lownoise	cbei	1	2	120	0.04	0.0001	1914.3287353515625	-1915.9381732639965	[-0.027508873492479324]	23.42917487898376	ok
f5d1783	constant_minimal_1param_lownoise	ALL	0	2	0	0.0	0.0	1199.2060754299164	-inf	[]	0.0	ok
f5d1783	cosine_timeconstants_4models	liley	4	2	90	0.07	0.0004	55.09733200073242	-61.53508365046882	[-3.1849985122680664, 7.41545227356255e-05, 0.6910101771354675, -2.433389186859131]	28.62102922401391	ok
f5d1783	cosine_timeconstants_4models	liley	4	2	90	0.07	0.0004	55.1102294921875	-61.5479811419239	[-3.1849985122680664, 7.405952783301473e-05, 0.6910494565963745, -2.4335148334503174]	28.441865552973468	ok
f5d1783	cosine_timeconstants_4models	cmc	4	2	90	0.07	0.0004	19.325660705566406	-25.76341235530281	[-1.3013839721679688, -0.000189687343663536, -1.3404700756072998, -0.00019280351989436895]	23.147599746997003	ok
f5d1783	cosine_timeconstants_4models	cmc	4	2	90	0.07	0.0004	19.327991485595703	-25.765743135332105	[-1.3013914823532104, -0.00018962599278893322, -1.340454339981079, -0.0001928363781189546]	23.047964477038477	ok
f5d1783	cosine_timeconstants_4models	rrw	4	2	90	0.07	0.0004	1819.888427734375	-1826.3261793841114	[-0.00021766682039014995, -0.00017584713350515813, 2.6296703815460205, 3.1849985122680664]	31.798729998001363	ok
f5d1783	cosine_timeconstants_4models	rrw	4	2	90	0.07	0.0004	2277.112548828125	-2283.5503004778616	[-0.00016299633716698736, -0.00016820263408590108, -2.6554830074310303, -0.4128495454788208]	31.778097277972847	ok
f5d1783	cosine_timeconstants_4models	cbei	4	2	90	0.07	0.0004	1874.2611083984375	-1880.6988600481739	[-0.535573422908783, 0.16974471509456635, 0.19999276101589203, -0.29140737652778625]	28.722644661960658	ok
f5d1783	cosine_timeconstants_4models	cbei	4	2	90	0.07	0.0004	1880.2833251953125	-1886.7210768450489	[-0.4940487742424011, 0.3408380448818207, 0.16415533423423767, -0.409290075302124]	28.720126423984766	ok
f5d1783	cosine_timeconstants_4models	ALL	0	2	0	0.0	0.0	1000.0508279800415	-inf	[]	0.0	ok
f5d1783	targeted_spectral_sensitivity_timescale_params	liley	5	2	250	0.04	0.0003	36.46622085571289	-44.51341041788339	[-4.601781368255615, -3.6054711216593205e-08, 0.5251065492630005, -3.013964891433716, 0.08885039389133453]	59.07615970703773	ok
f5d1783	targeted_spectral_sensitivity_timescale_params	liley	5	2	250	0.04	0.0003	36.470088958740234	-44.517278520910736	[-4.601905822753906, -3.607247123227353e-08, 0.5251187086105347, -3.0140438079833984, 0.08891649544239044]	59.5716749879648	ok
f5d1783	targeted_spectral_sensitivity_timescale_params	cmc	5	2	250	0.04	0.0003	16.6248836517334	-24.6720732139039	[-0.3535510003566742, 0.00011742911010514945, -1.0835776329040527, 0.00013372537796385586, -1.0836424827575684]	49.182089671026915	ok
f5d1783	targeted_spectral_sensitivity_timescale_params	cmc	5	2	250	0.04	0.0003	16.6240291595459	-24.6712187217164	[-0.3537036180496216, 0.00011718596215359867, -1.0835412740707397, 0.00013377470895648003, -1.083605408668518]	49.10973850701703	ok
f5d1783	targeted_spectral_sensitivity_timescale_params	rrw	5	2	250	0.04	0.0003	2351.805908203125	-2359.8530977652954	[-0.0001666149910306558, -0.00014407539856620133, 8.893015547073446e-06, -0.00041220011189579964, -3.449167707003653e-08]	50.248598092002794	ok
f5d1783	targeted_spectral_sensitivity_timescale_params	rrw	5	2	250	0.04	0.0003	2396.238525390625	-2404.2857149527954	[0.0004951103474013507, 0.0008684523636475205, -8.816049557935912e-06, 0.00085341656813398, 3.325873265680457e-08]	50.48648298799526	ok
f5d1783	targeted_spectral_sensitivity_timescale_params	cbei	5	2	250	0.04	0.0003	1792.7872314453125	-1800.834421007483	[-4.110668182373047, 1.6106579303741455, 5.812402248382568, -0.0010037138126790524, 0.0]	53.68692991900025	ok
f5d1783	targeted_spectral_sensitivity_timescale_params	cbei	5	2	250	0.04	0.0003	1791.9696044921875	-1800.016794054358	[-4.047380447387695, 1.5175244808197021, 5.97385835647583, -0.0010681923013180494, 0.0]	53.95701143098995	ok
f5d1783	minimal_params_high_lr_2params_cosine	liley	2	2	300	0.1	0.0001	487.6376037597656	-490.8564795846338	[0.6186881065368652, 0.5715610384941101]	57.440561256953515	ok
f5d1783	minimal_params_high_lr_2params_cosine	liley	2	2	300	0.1	0.0001	487.6463623046875	-490.8652381295557	[0.6186841726303101, 0.5715629458427429]	57.13579990400467	ok
f5d1783	minimal_params_high_lr_2params_cosine	cmc	2	2	300	0.1	0.0001	18.76779556274414	-21.98667138761234	[-0.9656036496162415, -1.6481190919876099]	50.19719495298341	ok
f5d1783	minimal_params_high_lr_2params_cosine	cmc	2	2	300	0.1	0.0001	18.770544052124023	-21.989419876992223	[-0.9655090570449829, -1.6481997966766357]	50.096729070995934	ok
f5d1783	minimal_params_high_lr_2params_cosine	rrw	2	2	300	0.1	0.0001	2465.3583984375	-2468.577274262368	[-0.00011715685832314193, 3.031229425687343e-06]	52.2343854890205	ok
f5d1783	minimal_params_high_lr_2params_cosine	rrw	2	2	300	0.1	0.0001	2606.53466796875	-2609.753543793618	[0.0003908243961632252, -5.760188287240453e-06]	52.19779964501504	ok
f5d1783	minimal_params_high_lr_2params_cosine	cbei	2	2	300	0.1	0.0001	1912.9635009765625	-1916.1823768014308	[0.00574515201151371, -0.01720254123210907]	54.61542925599497	ok
f5d1783	minimal_params_high_lr_2params_cosine	cbei	2	2	300	0.1	0.0001	1914.286376953125	-1917.5052527779933	[-0.0023290696553885937, -0.006963689811527729]	54.71273890003795	ok
f5d1783	connectivity_warmup_long_connectivity_5params	liley	5	2	200	0.05	0.0005	16.938343048095703	-24.985532610266205	[5.185033321380615, 0.0015118977753445506, -1.3113067150115967, -0.0003001993172802031, 0.0010430379770696163]	37.13328972097952	ok
f5d1783	connectivity_warmup_long_connectivity_5params	liley	5	2	200	0.05	0.0005	16.93903923034668	-24.98622879251718	[5.185072898864746, 0.0016883377684280276, -1.3113577365875244, -0.00030024812440387905, 0.001043021446093917]	37.04717801295919	ok
f5d1783	connectivity_warmup_long_connectivity_5params	cmc	5	2	200	0.05	0.0005	16.22350311279297	-24.27069267496347	[0.0004655313096009195, -0.004381059668958187, 0.0017711876425892115, 0.002072101691737771, -2.431844711303711]	30.965553714020643	ok
f5d1783	connectivity_warmup_long_connectivity_5params	cmc	5	2	200	0.05	0.0005	16.226226806640625	-24.273416368811127	[0.0005087493336759508, -0.0006093629053793848, -0.0005228875670582056, 0.002080588135868311, -2.4319002628326416]	30.844309434993193	ok
f5d1783	connectivity_warmup_long_connectivity_5params	rrw	5	2	200	0.05	0.0005	2263.712158203125	-2271.7593477652954	[-0.001928830286487937, 0.002113002585247159, -0.0004299007123336196, 0.00010817829752340913, -0.00016622242401354015]	32.95441920898156	ok
f5d1783	connectivity_warmup_long_connectivity_5params	rrw	5	2	200	0.05	0.0005	2286.583251953125	-2294.6304415152954	[-0.0023476318456232548, 0.0006439796998165548, -0.000379545905161649, -0.002406877698376775, 0.00011829473078250885]	32.86521888599964	ok
f5d1783	connectivity_warmup_long_connectivity_5params	cbei	5	2	200	0.05	0.0005	1874.6982421875	-1882.7454317496704	[0.20116682350635529, 0.0010576631175354123, -2.180267810821533, -0.0061058891005814075, 0.0]	40.18309245700948	ok
f5d1783	connectivity_warmup_long_connectivity_5params	cbei	5	2	200	0.05	0.0005	1773.986572265625	-1782.0337618277954	[10.07125473022461, -0.0004136310890316963, -1.9887217283248901, 0.0012023106683045626, 0.0]	40.12909861502703	ok
f5d1783	coarse_fine_constant_coarse_pass	liley	4	2	100	0.08	0.001	24.185304641723633	-30.623056291460035	[9.73667049407959, -0.00011686439393088222, -0.4267045557498932, -3.414031744003296]	26.57903508900199	ok
f5d1783	coarse_fine_constant_coarse_pass	liley	4	2	100	0.08	0.001	24.18920135498047	-30.62695300471687	[9.7367582321167, -0.00011690790415741503, -0.4266357421875, -3.413968563079834]	27.04137491597794	ok
f5d1783	coarse_fine_constant_coarse_pass	cmc	4	2	100	0.08	0.001	16.45393943786621	-22.891691087602613	[-1.0802054405212402, -1.0801582336425781, -0.3589009940624237, 0.0004322224704083055]	23.827946093981154	ok
f5d1783	coarse_fine_constant_coarse_pass	cmc	4	2	100	0.08	0.001	16.45755958557129	-22.89531123530769	[-1.080733299255371, -1.0806875228881836, -0.3575119972229004, 0.00043222433305345476]	24.302733056014404	ok
f5d1783	all4_spectral_shape_cosine_120steps	liley	4	2	120	0.06	0.0003	467.8893127441406	-474.32706439387704	[4.4688191413879395, -9.504570698481984e-06, 0.6240537166595459, 2.1718993593822233e-05]	30.7920023429906	ok
